A/A,Result,Area
34,Α,ΑΡΓΥΡΟΥΠΟΛΗ
35,Θ,ΑΡΓΥΡΟΥΠΟΛΗ
36,Θ,ΑΡΓΥΡΟΥΠΟΛΗ
37,Θ,ΑΡΓΥΡΟΥΠΟΛΗ
38,Α,ΑΡΓΥΡΟΥΠΟΛΗ
39,Α,ΑΡΓΥΡΟΥΠΟΛΗ
40,Θ,ΑΡΓΥΡΟΥΠΟΛΗ
41,Α,ΑΡΓΥΡΟΥΠΟΛΗ
42,Α,ΑΡΓΥΡΟΥΠΟΛΗ
43,Α,ΑΡΓΥΡΟΥΠΟΛΗ
44,Α,ΑΡΓΥΡΟΥΠΟΛΗ
45,Θ,ΑΡΓΥΡΟΥΠΟΛΗ
46,Θ,ΑΡΓΥΡΟΥΠΟΛΗ
47,Θ,ΑΡΓΥΡΟΥΠΟΛΗ
48,Θ,ΑΡΓΥΡΟΥΠΟΛΗ
49,Α,ΑΡΓΥΡΟΥΠΟΛΗ
50,Θ,ΑΡΓΥΡΟΥΠΟΛΗ
51,Α,ΑΡΓΥΡΟΥΠΟΛΗ
52,Θ,ΑΡΓΥΡΟΥΠΟΛΗ
53,Θ,ΑΡΓΥΡΟΥΠΟΛΗ
54,Α,ΑΡΓΥΡΟΥΠΟΛΗ
55,Α,ΑΡΓΥΡΟΥΠΟΛΗ
56,Θ,ΑΡΓΥΡΟΥΠΟΛΗ
57,Θ,ΑΡΓΥΡΟΥΠΟΛΗ
58,Θ,ΑΡΓΥΡΟΥΠΟΛΗ
59,Α,ΑΡΓΥΡΟΥΠΟΛΗ
60,Α,ΑΡΓΥΡΟΥΠΟΛΗ
61,Θ,ΑΡΓΥΡΟΥΠΟΛΗ
62,Α,ΑΡΓΥΡΟΥΠΟΛΗ
63,Θ,ΑΡΓΥΡΟΥΠΟΛΗ
64,Θ,ΑΡΓΥΡΟΥΠΟΛΗ
65,Θ,ΑΡΓΥΡΟΥΠΟΛΗ
66,Θ,ΑΡΓΥΡΟΥΠΟΛΗ
67,Α,ΑΡΓΥΡΟΥΠΟΛΗ
68,Α,ΑΡΓΥΡΟΥΠΟΛΗ
69,Α,ΑΡΓΥΡΟΥΠΟΛΗ
70,Θ,ΑΡΓΥΡΟΥΠΟΛΗ
71,Α,ΑΡΓΥΡΟΥΠΟΛΗ
72,Α,ΑΡΓΥΡΟΥΠΟΛΗ
73,Α,ΑΡΓΥΡΟΥΠΟΛΗ
74,Α,ΑΡΓΥΡΟΥΠΟΛΗ
75,Α,ΑΡΓΥΡΟΥΠΟΛΗ
76,Α,ΑΡΓΥΡΟΥΠΟΛΗ
77,Θ,ΑΡΓΥΡΟΥΠΟΛΗ
78,Α,ΑΡΓΥΡΟΥΠΟΛΗ
79,Θ,ΑΡΓΥΡΟΥΠΟΛΗ
80,Θ,ΑΡΓΥΡΟΥΠΟΛΗ
81,Θ,ΑΡΓΥΡΟΥΠΟΛΗ
82,Θ,ΑΡΓΥΡΟΥΠΟΛΗ
83,Α,ΑΡΓΥΡΟΥΠΟΛΗ
84,Α,ΑΡΓΥΡΟΥΠΟΛΗ
85,Α,ΑΡΓΥΡΟΥΠΟΛΗ
86,Α,ΑΡΓΥΡΟΥΠΟΛΗ
87,Α,ΑΡΓΥΡΟΥΠΟΛΗ
88,Θ,ΑΡΓΥΡΟΥΠΟΛΗ
89,Α,ΑΡΓΥΡΟΥΠΟΛΗ
90,Α,ΑΡΓΥΡΟΥΠΟΛΗ
91,Α,ΑΡΓΥΡΟΥΠΟΛΗ
92,Α,ΑΡΓΥΡΟΥΠΟΛΗ
93,Α,ΑΡΓΥΡΟΥΠΟΛΗ
94,Θ,ΑΡΓΥΡΟΥΠΟΛΗ
95,Θ,ΑΡΓΥΡΟΥΠΟΛΗ
96,Α,ΑΡΓΥΡΟΥΠΟΛΗ
97,Α,ΑΡΓΥΡΟΥΠΟΛΗ
98,Θ,ΑΡΓΥΡΟΥΠΟΛΗ
99,Θ,ΑΡΓΥΡΟΥΠΟΛΗ
100,Α,ΑΡΓΥΡΟΥΠΟΛΗ	
